SampleID,label,Actinomyces,Alloscardovia,Bifidobacterium,Scardovia,Corynebacterium,Lawsonella,Rothia,Atopobium,Bacteroides,F0058,Porphyromonas,Alloprevotella,Prevotella,Prevotella_7,Rikenellaceae RC9 gut group,Tannerella,Capnocytophaga,Bergeyella,Campylobacter,Bacillus,Solobacterium,Abiotrophia,Dolosigranulum,Granulicatella,Enterococcus,Lacticaseibacillus,Lactobacillus,Limosilactobacillus,Lactococcus,Streptococcus,Mycoplasma,Gemella,Staphylococcus,Butyrivibrio,Catonella,Howardella,Johnsonella,Lachnoanaerobaculum,Oribacterium,Shuttleworthia,Stomatobaculum,Peptococcus,[Eubacterium] brachy group,[Eubacterium] nodatum group,Mogibacterium,Anaerococcus,Finegoldia,Parvimonas,Peptoniphilus,[Eubacterium] yurii group,Filifactor,Peptostreptococcus,Centipeda,Selenomonas,Anaeroglobus,Dialister,Megasphaera,Veillonella,Fusobacterium,Leptotrichia,Streptobacillus,Candidatus Saccharimonas,TM7x,Rhizobium,Bordetella,Burkholderia,Lautropia,Eikenella,Kingella,Neisseria,Cardiobacterium,Escherichia-Shigella,Klebsiella,Actinobacillus,Aggregatibacter,Haemophilus,Halomonas,Acinetobacter,Moraxella,Pseudomonas,Rhodanobacter,Stenotrophomonas,Treponema,Fretibacterium
SRX5573488,Early,0.0262852317111791,0,0,0,0,0,0.0114008233928006,0.0193180618600232,0,0,0.00348358492557796,0.00221682677082234,0.12055315106091,0.0495091312150322,0,0,0.00358914810514093,0,0.000633379077377811,0,0,0,0,0.0171012350892009,0,0,0,0,0,0.214187691333263,0,0.0216404518104085,0.0842394172912488,0,0,0,0,0.0174179246278898,0.0352581019740315,0,0.0187902459622084,0,0,0,0.000950068616066716,0,0,0.00137232133431859,0,0,0,0,0.00316689538688905,0.116119497519265,0,0.00116119497519265,0,0.0327245856645202,0.00358914810514093,0,0,0,0,0,0.195080755832366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX5573492,Early,0.00263713080168776,0.000527426160337553,0,0,0,0,0.0114275668073136,0.0179324894514768,0,0,0,0.00193389592123769,0.0360407876230661,0.313818565400844,0,0,0.00914205344585091,0,0.00826300984528833,0,0,0,0,0.0223277074542897,0,0,0,0,0,0.196554149085795,0,0.0198663853727145,0,0,0,0,0.000527426160337553,0.00439521800281294,0.0100210970464135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228551336146273,0,0.000527426160337553,0.00843881856540084,0.252637130801688,0.00632911392405063,0.00193389592123769,0,0,0,0,0,0,0,0,0.0029887482419128,0.020042194092827,0,0,0,0,0,0.0363924050632911,0,0,0,0.0114275668073136,0,0,0,0
SRX5573493,Early,0.00591006423982869,0,0,0.000685224839400428,0,0,0.00805139186295503,0.0213276231263383,0,0,0.000685224839400428,0.00171306209850107,0.0362312633832976,0.349293361884368,0,0,0.00488222698072805,0.00222698072805139,0.0108779443254818,0,0.00214132762312634,0,0,0.0477944325481799,0,0,0,0,0,0.177130620985011,0,0.0286937901498929,0,0,0,0,0,0.0182441113490364,0.0186723768736617,0,0,0,0,0,0.00137044967880086,0,0,0,0,0,0,0,0,0.00351177730192719,0,0,0,0.110749464668094,0.00942184154175589,0.000342612419700214,0,0,0,0,0,0,0,0,0,0.0437687366167024,0,0,0,0,0,0.0662098501070664,0,0,0,0.0294646680942184,0,0,0,0
SRX5573494,Early,0.00533602538217479,0.00252379578886646,0,0,0,0,0.0249495240842227,0.0271127776175368,0,0,0.00180271127776175,0.00252379578886646,0.0460051918084799,0.300115373521777,0,0,0.009662532448803,0,0.0116094606287857,0,0.000721084511104702,0,0,0.0284828381886357,0,0,0,0,0,0.230963368906836,0,0.0330977790597058,0,0,0,0,0,0.0101672916065763,0.0141332564176522,0,0,0,0,0,0.00165849437554081,0,0.000504759157773291,0,0.000432650706662821,0,0,0,0,0,0,0,0.00692241130660513,0.161306605134122,0.0033890972021921,0,0,0,0,0,0,0,0,0,0,0.0147822324776464,0,0,0,0,0,0.025454283241996,0,0,0,0.036342659359677,0,0,0,0
SRX5573495,Early,0,0,0,0,0,0,0,0.0194122694122694,0,0,0.00139425139425139,0,0.0373230373230373,0.312741312741313,0,0,0.00750750750750751,0,0.0115830115830116,0,0,0,0.0238095238095238,0.0200557700557701,0,0,0,0,0,0.205812955812956,0,0.0233805233805234,0,0,0,0,0,0.00568425568425568,0.0117975117975118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418275418275418,0,0,0.012012012012012,0.20956670956671,0.00761475761475761,0.0015015015015015,0,0,0,0,0,0,0,0,0.00246675246675247,0.0184470184470184,0,0,0,0,0,0.0347490347490347,0,0,0.00546975546975547,0.0234877734877735,0,0,0,0
SRX5573496,Early,0.00630643543070087,0.000644976350867135,0,0.00200659309158664,0,0,0.00910133295112512,0.0136161674071951,0,0,0.00100329654579332,0.000501648272896661,0.0131861831732836,0.253404041851799,0,0,0.0197792747599255,0.00300988963737996,0.011466246237638,0,0.000286656155940949,0,0,0.0979647412928193,0,0,0,0,0,0.300415651426114,0,0.0139744876021213,0.000644976350867135,0,0,0,0,0.0106779418088003,0.0200659309158664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236491328651283,0,0,0.000501648272896661,0.150781138024939,0.00386985810520281,0.000788304428837609,0,0,0,0,0,0,0,0,0.000143328077970474,0.0503081553676365,0.000429984233911423,0,0,0,0,0.00329654579332091,0,0,0,0.00931632506808084,0,0,0,0
SRX5573497,Early,0.00270653434720969,0.000515530351849465,0,0.00231988658332259,0,0,0.00799072045366671,0.0101817244490269,0.00103106070369893,0,0,0,0.0582549297589896,0.175280319628818,0,0,0.0230699832452636,0,0.00180435623147313,0,0,0,0,0.0699832452635649,0,0,0,0,0,0.378785926021394,0,0.0326072947544787,0,0,0,0,0,0.0157236757314087,0.00889289856940327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000257765175924733,0,0,0,0.130042531254028,0.0188168578425055,0.00412424281479572,0,0,0,0,0,0,0,0,0,0.0545173347080809,0,0,0,0,0,0.00103106070369893,0,0,0,0.00206212140739786,0,0,0,0
SRX5573498,Early,0.00666438824333561,0,0,0.000341763499658237,0,0,0.00974025974025974,0.0260594668489405,0.000768967874231032,0,0,0.000512645249487355,0.0411825017088175,0.287252221462748,0,0,0.00401572112098428,0.000768967874231032,0.00880041011619959,0,0.000768967874231032,0,0,0.0415242652084757,0,0,0,0,0,0.265208475734791,0,0.022470950102529,0,0,0,0,0,0.0146958304853042,0.0181989063568011,0,0,0,0,0,0.00264866712235133,0,0,0,0,0,0,0,0,0.00410116199589884,0,0,0,0.136107313738893,0.00504101161995899,0,0,0,0,0,0,0,0,0,0,0.0307587149692413,0,0,0,0,0,0.0710013670539986,0,0,0,0.000768967874231032,0,0,0,0
SRX5573499,Early,0.00505196304849885,0.00144341801385681,0,0,0,0,0.00981524249422633,0.0139289838337182,0,0,0,0,0.0239607390300231,0.231524249422633,0,0,0.00613452655889146,0.000505196304849885,0.0502309468822171,0,0.000216512702078522,0,0,0.0215069284064665,0,0,0,0,0.0038972286374134,0.201862009237875,0,0.0195583140877598,0,0,0,0,0,0.0160941108545035,0.113957852193995,0,0,0,0,0,0.000144341801385681,0,0,0,0.000216512702078522,0,0,0,0,0.0103926096997691,0,0,0.00591801385681293,0.17963337182448,0.0116916859122402,0.000866050808314088,0,0.000360854503464203,0,0,0,0,0,0,0,0.0394774826789838,0,0,0,0,0,0.0188366050808314,0,0,0,0.0120525404157044,0,0,0,0
SRX5573500,Early,0.0046300670887272,0.000661438155532458,0,0.00188982330152131,0,0,0.0197486535008977,0.0206935651516583,0,0,0,0,0.0098270811679108,0.270339223282623,0,0,0.0102050458282151,0,0,0,0,0,0.000377964660304262,0.0630256071057356,0,0,0,0,0,0.310875933100255,0,0.0308986109798734,0,0,0,0,0,0.0240952470943967,0.018803741850137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121893602948124,0.00377964660304262,0.00188982330152131,0,0,0,0,0,0,0,0,0,0.00916564301237834,0,0,0,0,0,0,0,0,0,0.0761598790513087,0,0,0,0
SRX5573501,Early,0.0123668596754593,0.00457502323253985,0,0,0,0,0.0101508327971978,0.0445349917792551,0.000357423690042176,0,0,0,0.0115090428193581,0.358853384802345,0,0,0.0130102223175352,0.00128672528415183,0,0,0.00014296947601687,0,0,0.0532561298162842,0,0,0,0,0,0.254414182572021,0,0.0328114947458718,0,0,0,0,0,0.0517549503181071,0.021516906140539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000214454214025306,0,0.113374794481378,0.0012152405461434,0.00135821002216027,0,0,0,0,0,0,0,0,0,0.0089355922510544,0,0,0,0,0,0.00335978268639645,0,0,0,0.000571877904067482,0,0,0,0
SRX5573502,Early,0.00903140697143437,0,0,0.00502308589984271,0,0,0.018265766908519,0.029377441777868,0,0,0,0,0.0365822720584505,0.419554518240398,0,0,0.0102998630067482,0,0.00218174438073976,0,0,0,0,0.0294789182606931,0,0,0,0,0,0.194936323507027,0,0.0219696585316353,0,0,0,0,0,0.0294789182606931,0.0300370389162312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126845603531382,0.15465015982546,0,0,0,0,0,0,0,0,0,0,0.000405905931300421,0,0.000913288345425948,0,0,0,0,0,0,0,0,0.00654523314221929,0,0,0,0
SRX5573503,Early,0,0.00253461918892186,0,0.00908753709198813,0,0,0.027324431256182,0.0229352126607319,0,0,0,0,0.0536597428288823,0.300321463897132,0,0,0.0134149357072206,0,0.00846933728981207,0,0,0,0,0.0183605341246291,0,0,0,0,0,0.196154797230465,0,0.0189169139465875,0,0,0,0,0,0.0660855588526212,0.0552052423343225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000556379821958457,0,0,0.0112512363996044,0.172292284866469,0.0176805143422354,0,0,0,0,0,0,0,0,0,0,0,0.000803659742828882,0,0,0,0,0,0,0,0,0.00494559841740851,0,0,0,0
SRX5573505,Early,0.00428839453229697,0.000871080139372822,0,0.00576253015277406,0,0,0.0235861699276333,0.0226480836236934,0,0,0,0,0.0285446261056017,0.304006968641115,0,0,0,0,0.0119941034575181,0,0,0,0,0.0256633610292147,0,0,0,0,0,0.178169391584026,0,0.0113240418118467,0,0,0,0,0,0.0265344411685875,0.0257303671937818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158134548378451,0,0,0.0118600911283838,0.17971053336907,0.00924685071026534,0,0,0,0,0,0,0,0,0,0,0.00174216027874564,0,0,0,0.00402036987402841,0,0.0227820959528277,0,0,0,0.0857008844813723,0,0,0,0
SRX5573506,Early,0.00404457284358234,0.00123813454395378,0,0.000990507635163021,0,0,0.0262484523318201,0.0046223689640941,0,0,0,0,0.0153528683450268,0.235163021048287,0,0,0.00899711101939744,0.000330169211721007,0.00858439950474618,0,0,0,0,0.0108955839867932,0,0,0,0,0,0.276599257119274,0,0.00420965744944284,0.000330169211721007,0,0,0,0,0.00652084193148989,0.024927775484936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00907965332232769,0,0,0.00429219975237309,0.227899298390425,0.000577796120511762,0,0,0,0,0,0,0.000660338423442014,0,0,0.00115559224102352,0,0,0,0,0.0179116797358646,0,0.0142798184069336,0,0,0,0.09508873297565,0,0,0,0
SRX5573507,Early,0.00508246712791422,0.000786962652064138,0,0.001901826409155,0,0,0.0246909532085123,0.0324622093976457,0.000557431878545431,0,0.00186903629865233,0.000623012099550775,0.0183296717709939,0.439092369741286,0,0,0.005705479227465,0,0.00459061547037414,0,0.000327901105026724,0,0,0.0370200347575171,0,0,0,0,0,0.214086631471948,0,0.0238712004459455,0,0,0,0,0,0.0169852772403843,0.0120667606649834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189854739810473,0,0,0.00124602419910155,0.130930911237171,0.00259041872971112,0.000459061547037414,0,0,0,0,0,0,0,0,0.000327901105026724,0,0.00118044397809621,0.000163950552513362,0,0,0,0.00390202314981801,0,0,0,9.83703315080172E-05,0,0,0,0
SRX5573508,Early,0.00586966938188788,0.0019964861843156,0,0.00175690784219773,0,0,0.0182478837246446,0.0191662673694298,0,0,0.00343395623702284,0.00403290209231752,0.0292285577383804,0.402411755310653,0,0,0.0140552627375819,0.000878453921098866,0.00279508065804185,0,0.000239578342117873,0,0,0.0202842996326465,0,0,0,0,0,0.190864079220572,0,0.014334770803386,0,0,0,0,0,0.0190065484746846,0.015612521961348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00954320396102859,0,0,0.00742692860565405,0.178166427088325,0.000399297236863121,0.000399297236863121,0,0,0,0,0,0,0,0,0.000918383644785178,0.00139754032902092,0.00123782143427567,0,0,0.00159718894745248,0,0.0323031464622265,0,0,0,0.00211627535537454,0,0,0,0
SRX5573509,Early,0.0108540576831622,0.00092315439057823,0,0.00165048815285199,0,0,0.0326460961759029,0.0230508853889837,0,0,0.00327300193023191,0,0.0360309956080231,0.376311298850253,0,0,0.0164489327775757,0.00218200128682127,0.00232187316418161,0,0.000867205639634095,0,0.000195820628304473,0.0471647970459059,0,0,0,0,0,0.201695247153607,0,0.0276946317173469,0,0,0,0,0,0.0351078412174448,0.0266036310739363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199177553361121,0,0,0.000643410635857555,0.103617086748538,0.00760903012840238,0.000531513133969284,0,0,0,0,0,0,0,0,0,0.00123087252077097,0.00296528380003916,0.000167846252832406,0,0,0,0.0029373094245671,0,0,0,0.0152740090077489,0,0,0,0
SRX5573510,Early,0.00549925010225878,0.00213607235376994,0,0.00286324592101077,0,0,0.0195882379675499,0.023633140935327,0,0,0.00168158887424442,0.00177248557014953,0.03063218652002,0.413852656455938,0,0,0.00972594646184611,0.000681725219288279,0.00722628732445576,0,0.000318138435667863,0,0,0.0209516884061264,0,0,0,0,0,0.178657455801482,0,0.013089124210335,0,0,0,0,0,0.0176339590055901,0.0137708494296232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00899877289460528,0,0,0.00695359723674044,0.206290051356633,0.00286324592101077,0.00145434713448166,0,0,0,0,0,0,0,0,0.000499931827478071,0.000681725219288279,0.000818070263145935,0,0,0.000727173567240831,0,0.006999045584693,0,0,0,0,0,0,0,0
SRX5573511,Early,0,0.00223003688137919,0,0,0,0,0.0196843640106356,0.0202847585556223,0,0,0,0,0.0158246847928639,0.34599879921091,0,0,0.00840552362981388,0,0.00947765674586157,0,0,0,0,0.0536495411270263,0,0,0,0,0,0.194184749978557,0,0.0367956085427567,0,0,0,0,0,0.0131229093404237,0.00578951882665752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694742259198902,0,0,0.00231580753066301,0.199459644909512,0.00167252766103439,0,0,0,0,0,0.0430139806158333,0,0,0,0,0,0.000729050518912428,0,0,0,0,0.0197272493352775,0,0,0,0.000686165194270521,0,0,0,0
SRX5573512,Early,0,0.00350692617920393,0,0,0,0,0,0.0128704190776784,0,0,0,0,0.023180782044538,0.220129756268631,0,0,0.00147290899526565,0.00284061020515518,0.0170085919691391,0,0,0,0,0.0120638260564615,0,0,0,0,0,0.12828335963528,0,0.00897773101876206,0,0,0,0,0,0.0136419428371033,0.0904436261616693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00494476591267754,0,0,0.00529545853059793,0.128949675609328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133263194809749,0,0,0,0.325056987550412,0,0,0,0
SRX5573513,Early,0.00924821792935316,0.000794975753239526,0,0.00363038927312717,0,0,0.0177544584890161,0.0322760155815248,0.000370988684845112,0,0.00267641836923974,0.000211993534197207,0.0435381720857514,0.450989744812783,0,0,0.0157935182976919,0.000503484643718367,0.00384238280732438,0,0.000794975753239526,0,0,0.0497654821527943,0,0,0,0,0,0.16813737181016,0,0.0170389803111005,0.000105996767098603,0,0,0,0,0.0227363065426504,0.0151575376951003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121631290245648,0,0,0.000503484643718367,0.0996104618809126,0.00580332299864854,0,0,0.000105996767098603,0,0,0,0,0,0,0,0,0.000953970903887431,0.000185494342422556,0,0,0,0.0120836314492408,0,0,0,0.0132230966955508,0,0,0,0
SRX5573514,Early,0,0,0,0.00577887851654283,0,0,0.0249571346923223,0.0130818568616244,0,0,0,0,0.0325776338350162,0.355369276687623,0,0,0.00870006985457547,0.00400076204991427,0.00997015304502445,0,0,0,0,0.0636946720010161,0,0,0,0,0,0.209627230583603,0,0.0472470946847018,0,0,0,0,0,0.0137804026163714,0.030990029846955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00368324125230203,0,0,0,0.153870578522893,0.004953324442751,0,0,0,0,0,0,0,0,0,0,0,0.00158760398806122,0,0,0,0,0.0112402362354734,0,0,0,0.00488982028322855,0,0,0,0
SRX5573515,Early,0.00707287002790215,0,0,0.00317954707676335,0,0,0.000778664590227759,0.00791642333398222,0,0,0.0145999610667705,0.0181688404386477,0.0624229446499254,0.0794886769190838,0,0,0.00058399844267082,0,0.00992797352540393,0,0.00116799688534164,0,0,0.00869508792420998,0,0,0,0,0,0.0826033352799948,0,0.00869508792420998,0.147297384984751,0,0,0,0,0.00493154240477581,0.00824086691324379,0,0.00454221010966193,0,0.00129777431704627,0.00019466614755694,0.000324443579261566,0,0,0.00408798909869574,0,0,0,0,0.0024657712023879,0.0103821945363701,0,0.00162221789630783,0.0103173058205178,0.165401336707547,0.00473687625721887,0.0313412497566673,0,0,0.000259554863409253,0,0.287327233794043,0,0,0,0,0.00058399844267082,0,0,0,0,0,0.00324443579261566,0,0,0,0,0,0,0.00577509571085588,0
SRX5573516,Early,0.00678623364032962,0,0,0.0112134432056875,0,0,0.00109872354176765,0.0211342704798837,0,0,0.00294070124414283,0.0098238810793343,0.0997899499111327,0.0848279205041202,0,0,0.00126030053320407,0.000420100177734691,0.012409112942317,0,0.00193892389723703,0,0,0.0147358216190015,0,0,0,0,0,0.197576345128454,0,0.017191791888835,0.035288414929714,0,0.000904831152043949,0.000323153982872839,0,0.00698012603005332,0.0227177249959606,0.000452415576021974,0.00458878655679431,0,0.000387784779447407,0.000226207788010987,9.69461948618517E-05,0,0,0.00171271610922605,0,0,0,0,0.000840200355469381,0.015479075779609,0,0.00116335433834222,0.0103409274519308,0.290967846178704,0.00688317983519147,0.0419130715786072,0,0,0.000323153982872839,0,0.069090321538213,0,0,0,0.000355469381160123,0.0018096623040879,0,0,0,0,0,0.00138956212635321,0,0,0,0,0,0,0.00261754726126999,0
SRX5573517,Early,0.00934495462305688,0,0,0.000628987330398059,0,0,0.000359421331656034,0.00754784796477671,0,0,0.00673914996855063,0.0139275766016713,0.063797286368946,0.155090304609579,0,0,0.000359421331656034,0,0.00664929463563662,0,0.000628987330398059,0,0,0.0160841045916075,0,0,0,0,0,0.0657741036930542,0,0.00377392398238835,0.0477131817773385,0,0,0,0,0.00224638332285021,0.010782639949681,0,0.00395363464821637,0,0,0,0.000449276664570042,0,0,0.00197681732410819,0,0,0,0,0.00296522598616228,0.00817683529517477,0,0.000628987330398059,0.0265971785425465,0.296971875280798,0.00395363464821637,0.0409740318087879,0,0,0,0,0.19211070177015,0,0,0,0,0.000808697996226076,0,0,0,0,0,0.00449276664570042,0,0,0,0,0,0,0.00449276664570042,0
SRX5573518,Early,0.00545826700022743,0,0,0.00198999317716625,0,0,0.0007959972708665,0.00631112121901296,0,0,0.0117693882192404,0.0160905162610871,0.0778371617011599,0.108141914942006,0,0,0.000511712531271321,0,0.00454855583352286,0,0.000909711166704571,0,0,0.00574255173982261,0,0,0,0,0,0.111496474869229,0,0.0101773936775074,0.124630429838526,0,0,0,0,0.00341141687514214,0.0149533773027064,0,0.00409370025017057,0,0.00142142369797589,0,0.000852854218785536,0,0,0.00437798498976575,0,0,0,0,0.00341141687514214,0.0132476688651353,0,0.00136456675005686,0.0130770980213782,0.175517398226063,0.00653854901068911,0.0343415965430976,0,0,0,0,0.23055492381169,0,0,0,0,0.00039799863543325,0,0,0,0,0,0.00193313622924721,0,0,0,0,0,0,0.00409370025017057,0
SRX5573519,Early,0.00595468254582012,0,0,0.00487201299203465,0,0,0.000696001856004949,0.00757868687649834,0,0,0.0194107184285825,0.00873868996983992,0.0801948805196814,0.101152269739386,0,0,0.000309334158224422,0,0.00572268192715181,0,0.000464001237336633,0,0,0.00572268192715181,0,0,0,0,0,0.0698321862191632,0,0.00781068749516665,0.289846106256283,0,0,0,0,0.00502668007114686,0.0131467017245379,0.000309334158224422,0.00394401051736138,0,0.00131467017245379,0,0.000773335395561055,0,0,0.00610934962493233,0,0,0,0,0.00494934653159075,0.0100533601422937,0,0.00116000309334158,0.0160853762276699,0.155517748047328,0.00549068130848349,0.0356507617353646,0,0,0,0,0.126208336555564,0,0,0,0.000618668316448844,0,0,0,0,0,0,0.00100533601422937,0,0,0,0,0,0,0.00433067821514191,0
SRX5573520,Early,0.0173683588673152,0,0,0.00234335000590761,0,0,0.00307195462959316,0.0211886101374503,0,0,0.0114213697766925,0.0284746563743059,0.105765822535544,0.12242526879603,0,0,0.00131936512937655,0,0.00758142648970108,0,0.00163443739907841,0,0,0.00925524792249222,0,0,0,0,0,0.160312709227679,0,0.0146311685242803,0.0640384388169036,0,0.000728604623685558,0.000177228151707298,0,0.00704974203457918,0.00929463195620495,0.000413532353983695,0.00923555590563586,0,0.00181166555078571,0.000118152101138199,0.00110275294395652,0,0,0.00683312984915915,0,0,0,0,0.00159505336536568,0.0254617777952818,0,0.00204796975306211,0.0111456815407034,0.20046473159781,0.00933401598991769,0.0382222047182072,0,0,0.000118152101138199,0,0.0913512661966839,0,0,0,0.000295380252845496,0.000492300421409161,0.000177228151707298,0,0,0,0,0.00303257059588043,0,0,0,0,0,0,0.00829033909653027,0
SRX5573521,Early,0.00939658100305672,0,0,0.000396241367598777,0,0,0.000962300464168459,0.00769840371334767,0,0,0.000452847277255746,0.00294350730216235,0.0380391712894826,0.108570134722065,0,0,0,0,0.00384920185667384,0,0.0010755122834824,0,0,0.00633986188158044,0,0,0,0,0,0.100871731008717,0,0.00243405411524963,0.172874448092381,0,0,0,0,0.00260387184422054,0.00752858598437677,0,0.00209441865730782,0,0,0,0.000566059096569682,0,0,0.000452847277255746,0,0,0,0,0,0.00735876825540587,0,0,0.0127363296728178,0.239386391939318,0,0.0100758519189403,0,0,0,0,0.260387184422054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226423638627873,0
SRX5573522,Early,0.00543289793087504,0,0,0.00838053404230725,0,0,0.000577967864986707,0.00491272685238701,0,0,0.043867760952491,0.0266443185758872,0.0660617269679806,0.0879667090509768,0,0,0.000577967864986707,0,0.00508611721188302,0,0.000404577505490695,0,0,0.00352560397641891,0,0,0,0,0,0.0723615766963357,0,0.00549069471737371,0.195988903016992,0,0.00254305860594151,0.000231187145994683,0,0.00288983932493353,0.0113281701537395,0,0.00260085539244018,0,0.0057218818633684,0,0.000346780718992024,0,0,0.0127730898162062,0,0,0,0,0.0033522136169229,0.0299965321928101,0,0.00277424575193619,0.0119639348052248,0.176800369899434,0.00855392440180326,0.0272222864408739,0,0,0.000288983932493353,0,0.15824760143336,0,0,0,0,0,0,0,0,0,0,0.000462374291989365,0,0,0,0,0,0,0.0143336030516703,0
SRX5573523,Early,0.00698198198198198,0,0,0.027027027027027,0,0,0.000675675675675676,0.00495495495495496,0,0,0.00698198198198198,0.00923423423423423,0.0768018018018018,0.131756756756757,0,0,0,0,0.00427927927927928,0,0.0018018018018018,0,0,0.00540540540540541,0,0,0,0,0,0.0522522522522523,0,0.00495495495495496,0.122747747747748,0,0,0,0,0.00157657657657658,0.00585585585585586,0,0.00135135135135135,0,0,0,0.00135135135135135,0,0,0.0027027027027027,0,0,0,0,0.00495495495495496,0.0234234234234234,0,0.00202702702702703,0.0292792792792793,0.169369369369369,0.00968468468468469,0.0164414414414414,0,0,0,0,0.27454954954955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000675675675675676,0
SRX5573524,Early,0.00465116279069768,0,0,0.000805008944543828,0,0,0.000268336314847943,0.0103756708407871,0,0,0.0112701252236136,0.0103756708407871,0.0644007155635063,0.119230769230769,0,0,0,0,0.00688729874776386,0,0.00143112701252236,0,0,0.0104651162790698,0,0,0,0,0,0.0638640429338104,0,0.00429338103756708,0.0474060822898032,0,0,0,0,0.00295169946332737,0.0118067978533095,0,0.00259391771019678,0,0.00134168157423971,0,0.00125223613595707,0,0,0.00268336314847943,0,0,0,0,0.00259391771019678,0.00849731663685152,0,0.00125223613595707,0.0273703041144902,0.202325581395349,0.00402504472271914,0.023613595706619,0,0,0,0,0.350089445438283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018783542039356,0
SRX5573542,Early,0.00134702811921199,0,0,0,0,0,0.00235729920862098,0.00572486950665095,0,0,0,0.0143121737666274,0.0909243980468092,0.196834483919852,0,0,0.00134702811921199,0,0.00404108435763597,0,0.000673514059605994,0,0,0.00791379020037043,0,0,0,0,0,0.0971544030981647,0,0.00538811247684795,0.0203738003030813,0,0,0,0,0.00252567772352248,0.00370432732783297,0.000673514059605994,0.00336757029802997,0,0,0,0.00134702811921199,0,0,0,0,0,0,0,0,0.00404108435763597,0,0.00101027108940899,0.0388954369422462,0.169725543020711,0.00538811247684795,0,0,0,0,0,0.317225122074423,0,0,0,0,0.00101027108940899,0,0.000673514059605994,0,0,0,0.00134702811921199,0,0,0,0,0,0,0,0
SRX5573543,Early,0,0,0.0626374405901965,0,0,0,0,0.0217067461161949,0,0.000496559551677662,0,0,0.0634177484571185,0.188479818401078,0.0012768674185997,0,0,0,0,0,0,0,0,0.0114208696885862,0,0,0,0,0,0.210895935305384,0,0,0.174505213875293,0,0,0.000283748315244378,0,0.0104277505852309,0,0,0,0,0,0,0.00546215506845428,0,0,0.0226289281407392,0,0,0,0,0,0,0,0.000993119103355324,0,0.176491452082003,0.0363907214300915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102149393487976,0,0,0,0
SRX5573544,Early,0,0,0.0396437805228383,0,0,0,0,0.00632002298190175,0,0,0,0,0.0485492674518816,0.269175524274634,0.000861821315713875,0,0,0,0,0,0.00057454754380925,0,0,0.00488365412237863,0,0,0,0,0,0.181557023843723,0,0,0.221775351910371,0,0,0,0,0.0361964952599828,0,0,0,0,0,0,0.002298190175237,0,0,0.0158000574547544,0,0,0,0,0,0,0,0.000861821315713875,0,0.142487790864694,0.0226946279804654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172364263142775,0,0,0,0
SRX5573545,Early,0,0,0.0207895842083158,0,0,0,0,0.0163796724065519,0.00167996640067199,0.00125997480050399,0,0,0.0573288534229315,0.25472490550189,0.00314993700125997,0,0,0,0,0,0,0,0,0.0262494750104998,0,0,0,0,0,0.284964300713986,0,0,0.147837043259135,0,0,0,0,0.0163796724065519,0,0,0,0,0,0,0.00335993280134397,0,0,0.0209995800083998,0,0,0,0,0,0,0,0,0.00629987400251995,0.103737925241495,0.0212095758084838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00881982360352793,0,0,0,0
